sport,venue,zone,session_code,date,day_of_week,games_day,session_type,events,start_time,end_time,times_are_local,has_gold_medal,has_bronze_medal
3x3 Basketball,Valley Complex 3,Valley,BK301,2028-07-16,Sunday,2,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00,16:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK302,2028-07-16,Sunday,2,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30,19:30,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK303,2028-07-16,Sunday,2,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00,23:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK304,2028-07-17,Monday,3,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00,16:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK305,2028-07-17,Monday,3,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30,19:30,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK306,2028-07-17,Monday,3,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00,23:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK307,2028-07-18,Tuesday,4,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00,16:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK308,2028-07-18,Tuesday,4,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30,19:30,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK309,2028-07-18,Tuesday,4,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00,23:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK310,2028-07-19,Wednesday,5,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00,16:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK311,2028-07-19,Wednesday,5,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30,19:30,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK312,2028-07-19,Wednesday,5,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00,23:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK313,2028-07-20,Thursday,6,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),14:00,16:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK314,2028-07-20,Thursday,6,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),17:30,19:30,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK315,2028-07-20,Thursday,6,Preliminary,Men's Pool Round (2 Games); Women's Pool Round (2 Games),21:00,23:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK316,2028-07-21,Friday,7,Preliminary,Men's Play-In (2 Games); Women's Play-In (2 Games),14:00,16:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK317,2028-07-21,Friday,7,Quarterfinal,Men's Quarterfinal (2 Games); Women's Quarterfinal (2 Games),17:30,19:30,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK318,2028-07-21,Friday,7,Quarterfinal,Men's Quarterfinal (2 Games); Women's Quarterfinal (2 Games),21:00,23:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK319,2028-07-22,Saturday,8,Semifinal,Men's Semifinal (2 Games); Women's Semifinal (2 Games),17:00,19:00,PT,False,False
3x3 Basketball,Valley Complex 3,Valley,BK320,2028-07-22,Saturday,8,Final,Men's Bronze Medal Game; Women's Bronze Medal Game; Men's Gold Medal Game; Women's Gold Medal Game,21:00,23:30,PT,True,True
Archery,N/A,Carson,ARC01,2028-07-19,Wednesday,5,N/A,Not Ticketed; Women's Compound Qualification Round; Men's Recurve Qualification Round,9:30,12:00,PT,False,False
Archery,N/A,Carson,ARC02,2028-07-19,Wednesday,5,N/A,Not Ticketed; Men's Compound Qualification Round; Women's Recurve Qualification Round,13:30,16:30,PT,False,False
Archery,Carson Stadium,Carson,ARC03,2028-07-21,Friday,7,Final,Compound Mixed Team 1/8 Elimination Round; Compound Mixed Team Quarterfinal; Compound Mixed Team Semifinal; Compound Mixed Team Bronze Medal Match; Compound Mixed Team Gold Medal Match,19:30,23:15,PT,True,True
Archery,Carson Stadium,Carson,ARC04,2028-07-22,Saturday,8,Preliminary,Recurve Men's Individual 1/32 Elimination Round; Recurve Women's Individual 1/32 Elimination Round,9:30,12:35,PT,False,False
Archery,Carson Stadium,Carson,ARC05,2028-07-22,Saturday,8,Preliminary,Recurve Men's Individual 1/32 Elimination Round; Recurve Women's Individual 1/32 Elimination Round; Recurve Men's Individual 1/16 Elimination Round; Recurve Women's Individual 1/16 Elimination Round,20:00,22:35,PT,False,False
Archery,Carson Stadium,Carson,ARC06,2028-07-23,Sunday,9,Preliminary,Recurve Men's Individual 1/32 Elimination Round; Recurve Women's Individual 1/32 Elimination Round; Recurve Men's Individual 1/16 Elimination Round; Recurve Women's Individual 1/16 Elimination Round,9:30,12:35,PT,False,False
Archery,Carson Stadium,Carson,ARC07,2028-07-23,Sunday,9,Preliminary,Recurve Men's Individual 1/32 Elimination Round; Recurve Women's Individual 1/32 Elimination Round; Recurve Men's Individual 1/16 Elimination Round; Recurve Women's Individual 1/16 Elimination Round,20:00,22:35,PT,False,False
Archery,Carson Stadium,Carson,ARC08,2028-07-24,Monday,10,Preliminary,Recurve Women's Individual 1/32 Elimination Round; Recurve Women's Individual 1/16 Elimination Round,10:30,12:40,PT,False,False
Archery,Carson Stadium,Carson,ARC09,2028-07-24,Monday,10,Final,Recurve Men's Team Quarterfinal; Recurve Men's Team Semifinal; Recurve Men's Team Bronze Medal Match; Recurve Men's Team Gold Medal Match,19:30,23:10,PT,True,True
Archery,Carson Stadium,Carson,ARC10,2028-07-25,Tuesday,11,Preliminary,Recurve Men's Individual 1/32 Elimination Round; Recurve Men's Individual 1/16 Elimination Round,10:30,12:40,PT,False,False
Archery,Carson Stadium,Carson,ARC11,2028-07-25,Tuesday,11,Final,Recurve Women's Team Quarterfinal; Recurve Women's Team Semifinal; Recurve Women's Team Bronze Medal Match; Recurve Women's Team Gold Medal Match,19:30,23:10,PT,True,True
Archery,Carson Stadium,Carson,ARC12,2028-07-26,Wednesday,12,Preliminary,Recurve Mixed team 1/8 Elimination Round,10:30,13:05,PT,False,False
Archery,Carson Stadium,Carson,ARC13,2028-07-26,Wednesday,12,Final,Recurve Mixed Team Quarterfinal; Recurve Mixed Team Semifinal; Recurve Mixed Team Bronze Medal Match; Recurve Mixed Team Gold Medal Match,20:00,23:10,PT,True,True
Archery,Carson Stadium,Carson,ARC14,2028-07-27,Thursday,13,Preliminary,Recurve Men's Individual 1/8 Elimination Round,10:30,12:15,PT,False,False
Archery,Carson Stadium,Carson,ARC15,2028-07-27,Thursday,13,Final,Recurve Men's Individual Quarterfinal; Recurve Men's Individual Semifinal; Recurve Men's Individual Bronze Medal Match; Recurve Men's Individual Gold Medal Match,20:30,22:50,PT,True,True
Archery,Carson Stadium,Carson,ARC16,2028-07-28,Friday,14,Preliminary,Recurve Women's Individual 1/8 Elimination Round,9:30,11:15,PT,False,False
Archery,Carson Stadium,Carson,ARC17,2028-07-28,Friday,14,Final,Recurve Women's Individual Quarterfinal; Recurve Women's Individual Semifinal; Recurve Women's Individual Bronze Medal Match; Recurve Women's Individual Gold Medal Match,20:30,22:50,PT,True,True
Artistic Gymnastics,DTLA Arena,DTLA,GAR01,2028-07-15,Saturday,1,Preliminary,Men's Qualification 1,11:30,14:00,PT,False,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR02,2028-07-15,Saturday,1,Preliminary,Men's Qualification 2,15:30,18:00,PT,False,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR03,2028-07-15,Saturday,1,Preliminary,Men's Qualification 3,19:30,22:00,PT,False,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR04,2028-07-16,Sunday,2,Preliminary,Women's Qualification 1 and 2,9:45,13:35,PT,False,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR05,2028-07-16,Sunday,2,Preliminary,Women's Qualification 3,15:05,16:45,PT,False,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR06,2028-07-16,Sunday,2,Preliminary,Women's Qualification 4,18:15,19:55,PT,False,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR07,2028-07-16,Sunday,2,Preliminary,Women's Qualification 5,21:25,23:05,PT,False,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR08,2028-07-17,Monday,3,Final,Men's Team Final,17:15,20:30,PT,True,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR09,2028-07-18,Tuesday,4,Final,Women's Team Final,18:00,20:30,PT,True,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR10,2028-07-19,Wednesday,5,Final,Men's All-Around Final,18:00,20:30,PT,True,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR11,2028-07-20,Thursday,6,Final,Women's All-Around Final,18:00,20:30,PT,True,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR12,2028-07-22,Saturday,8,Final,Men's/Women's Apparatus Finals,11:30,14:15,PT,True,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR13,2028-07-23,Sunday,9,Final,Men's/Women's Apparatus Finals,11:00,13:45,PT,True,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR14,2028-07-24,Monday,10,Final,Men's/Women's Apparatus Finals,11:00,14:30,PT,True,False
Artistic Gymnastics,DTLA Arena,DTLA,GAR15,2028-07-25,Tuesday,11,Final,Mixed Team Final; (Format and Duration Pending FIG Executive Committee Approval),16:00,18:30,PT,True,False
Artistic Swimming,Long Beach Aquatics Center,Long Beach,SWA01,2028-07-25,Tuesday,11,Preliminary,Women's Duet Technical,11:00,13:00,PT,False,False
Artistic Swimming,Long Beach Aquatics Center,Long Beach,SWA02,2028-07-26,Wednesday,12,Final,Women's Duet Free,11:00,13:15,PT,True,False
Artistic Swimming,Long Beach Aquatics Center,Long Beach,SWA03,2028-07-27,Thursday,13,Preliminary,Open Team Technical,11:00,12:30,PT,False,False
Artistic Swimming,Long Beach Aquatics Center,Long Beach,SWA04,2028-07-28,Friday,14,Preliminary,Open Team Free,11:00,12:30,PT,False,False
Artistic Swimming,Long Beach Aquatics Center,Long Beach,SWA05,2028-07-29,Saturday,15,Final,Open Team Acrobatic,10:45,12:30,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH01,2028-07-15,Saturday,1,Preliminary,Women's 100m Preliminary; Men's 100m Preliminary; Women's Shot Put Qualification A and B; Women's 5000m Round 1; Men's Pole Vault Qualification A and B; Women's 800m Round 1; Women's Hammer Throw Qualification A and B; Women's 100m Round 1; Men's 100m Round 1,9:00,13:30,PT,False,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH02,2028-07-15,Saturday,1,Final,"Men's 400m Hurdles Round 1; Men's High Jump Qualification A and B; Men's Discus Throw Qualification A and B; Women's Triple Jump Qualification A and B; Women's 100m Semifinal; Women's 400m Hurdles Round 1; Women's Shot Put Final; Men's 10,000m Final; Women's 100m Final",17:00,20:15,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH03,2028-07-16,Sunday,2,Preliminary,Men's Decathlon 100m Heats; Women's Discus Throw Qualification A and B; Men's Shot Put Qualification A and B; Men's Decathlon Long Jump A and B; Women's 800m Repechage; Mixed 4x400m Relay Round 1; Men's Long Jump Qualification A and B; Men's Decathlon Shot Put A and B,9:00,12:00,PT,False,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH04,2028-07-16,Sunday,2,Final,Men's Decathlon High Jump A and B; Men's Shot Put Final; Men's 1500m Round 1; Men's 100m Semifinal; Women's Hammer Throw Final; Mixed 4x400m Relay Final; Men's Decathlon 400m Heats; Men's 100m Final,15:15,18:55,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH05,2028-07-17,Monday,3,Final,Men's Decathlon 110m Hurdles Heats; Women's 3000m Steeplechase Round 1; Men's Decathlon Discus Throw A and B; Men's 400m Round 1; Women's Triple Jump Final; Men's 400m Hurdles Repechage; Men's Decathlon Pole Vault A and B; Women's 400m Hurdles Repechage,9:00,14:00,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH06,2028-07-17,Monday,3,Final,Men's Pole Vault Final; Men's Decathlon Javelin Throw A and B; Mixed 4x100m Relay Round 1; Men's 1500m Repechage; Women's 800m Semifinal; Mixed 4x100m Relay Final; Men's Decathlon 1500m Final,16:30,19:30,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH07,2028-07-18,Tuesday,4,Preliminary,Women's Pole Vault Qualification A and B; Men's 3000m Steeplechase Round 1; Women's 400m Round 1; Men's Triple Jump Qualification A and B; Men's 110m Hurdles Round 1,9:30,12:10,PT,False,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH08,2028-07-18,Tuesday,4,Final,Men's 200m Round 1; Men's High Jump Final; Men's Discus Throw Final; Women's 5000m Final; Men's 400m Hurdles Semifinal; Men's 1500m Semifinal; Women's 400m Hurdles Semifinal; Women's 800m Final,15:50,18:50,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH09,2028-07-19,Wednesday,5,Final,Men's Hammer Throw Qualification A and B; Women's 400m Repechage; Men's 400m Repechage; Women's Long Jump Qualification A and B; Men's 200m Repechage; Women's 3000m Steeplechase Final,9:35,12:00,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH10,2028-07-19,Wednesday,5,Final,Men's 110m Hurdles Repechage; Women's Discus Throw Final; Women's 1500m Round 1; Men's Long Jump Final; Women's 200m Round 1; Men's 1500m Final; Men's 400m Hurdles Final,16:00,18:40,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH11,2028-07-20,Thursday,6,Final,Women's Javelin Throw Qualification A and B; Women's High Jump Qualification A and B; Men's 800m Round 1; Women's 200m Repechage; Men's 3000m Steeplechase Final,9:30,12:00,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH12,2028-07-20,Thursday,6,Final,Women's Pole Vault Final; Women's 1500m Repechage; Men's Hammer Throw Final; Women's 400m Semifinal; Men's 400m Semifinal; Men's 110m Hurdles Semifinal; Men's 200m Semifinal; Women's 400m Hurdles Final,15:30,18:30,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH13,2028-07-21,Friday,7,Final,Women's Heptathlon 100m Hurdles Heats; Men's 5000m Round 1; Women's Heptathlon High Jump A and B; Women's 100m Hurdles Round 1; Men's Triple Jump Final; Men's 800m Repechage,9:35,12:25,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH14,2028-07-21,Friday,7,Final,"Women's Heptathlon Shot Put A and B; Men's Javelin Throw Qualification A and B; Women's 1500m Semifinal; Women's 200m Semifinal; Women's Heptathlon 200m Heats; Women's 10,000m Final; Men's 110m Hurdles Final; Men's 200m Final",16:15,19:20,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH15,2028-07-22,Saturday,8,Final,Women's Heptathlon Long Jump A and B; Women's 100m Hurdles Repechage; Women's Heptathlon Javelin Throw A and B; Men's 800m Semifinal; Women's Long Jump Final; Men's 4x100m Relay Round 1; Women's 400m Final; Men's 400m Final; Women's Heptathlon 800m Final; Women's 200m Final,14:05,18:15,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH16,2028-07-23,Sunday,9,Final,Women's 4x400m Relay Round 1; Women's High Jump Final; Men's 4x400m Relay Round 1; Women's Javelin Throw Final; Women's 4x100m Relay Round 1; Women's 100m Hurdles Semifinal; Men's 800m Final; Women's 1500m Final; Men's 4x100m Relay Final,15:40,18:15,PT,True,False
Athletics (Track & Field),LA Memorial Coliseum,Exposition Park,ATH17,2028-07-24,Monday,10,Final,Men's Javelin Throw Final; Women's 4x100m Relay Final; Men's 5000m Final; Women's 100m Hurdles Final; Men's 4x400m Relay Final; Women's 4x400 Relay Final,16:25,18:15,PT,True,False
Athletics (Race Walk),TBD,TBD,ATH18,2028-07-27,Thursday,13,Final,Men's Half-Marathon Race Walk; Women's Half-Marathon Race Walk,7:30,11:35,PT,True,False
Athletics (Marathon),Venice Beach Boardwalk - Start,Venice,ATH19,2028-07-29,Saturday,15,Final,Women's Marathon,7:15,10:15,PT,True,False
Athletics (Marathon),Venice Beach Boardwalk - Start,Venice,ATH20,2028-07-30,Sunday,16,Final,Men's Marathon,7:15,10:15,PT,True,False
Badminton,Galen Center,Exposition Park,BDM01,2028-07-15,Saturday,1,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,8:00,12:15,PT,False,False
Badminton,Galen Center,Exposition Park,BDM02,2028-07-15,Saturday,1,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Women's Singles Group Play Stage,14:00,16:35,PT,False,False
Badminton,Galen Center,Exposition Park,BDM03,2028-07-15,Saturday,1,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,18:30,23:05,PT,False,False
Badminton,Galen Center,Exposition Park,BDM04,2028-07-16,Sunday,2,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,8:00,11:25,PT,False,False
Badminton,Galen Center,Exposition Park,BDM05,2028-07-16,Sunday,2,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,14:00,16:35,PT,False,False
Badminton,Galen Center,Exposition Park,BDM06,2028-07-16,Sunday,2,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,18:00,23:05,PT,False,False
Badminton,Galen Center,Exposition Park,BDM07,2028-07-17,Monday,3,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,8:00,11:25,PT,False,False
Badminton,Galen Center,Exposition Park,BDM08,2028-07-17,Monday,3,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,14:00,16:35,PT,False,False
Badminton,Galen Center,Exposition Park,BDM09,2028-07-17,Monday,3,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Mixed Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,19:00,23:05,PT,False,False
Badminton,Galen Center,Exposition Park,BDM10,2028-07-18,Tuesday,4,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,8:00,11:25,PT,False,False
Badminton,Galen Center,Exposition Park,BDM11,2028-07-18,Tuesday,4,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Women's Singles Group Play Stage,14:00,16:35,PT,False,False
Badminton,Galen Center,Exposition Park,BDM12,2028-07-18,Tuesday,4,Preliminary,Men's Doubles Group Play Stage; Women's Doubles Group Play Stage; Men's Singles Group Play Stage; Women's Singles Group Play Stage,19:00,23:05,PT,False,False
Badminton,Galen Center,Exposition Park,BDM13,2028-07-19,Wednesday,5,Quarterfinal,Mixed Doubles Quarterfinal; Men's Singles Group Play Stage; Women's Singles Group Play Stage,8:00,11:45,PT,False,False
Badminton,Galen Center,Exposition Park,BDM14,2028-07-19,Wednesday,5,Preliminary,Men's Singles Group Play Stage; Women's Singles Group Play Stage,14:00,16:35,PT,False,False
Badminton,Galen Center,Exposition Park,BDM15,2028-07-19,Wednesday,5,Preliminary,Men's Singles Group Play Stage; Women's Singles Group Play Stage,19:00,23:05,PT,False,False
Badminton,Galen Center,Exposition Park,BDM16,2028-07-20,Thursday,6,Semifinal,Mixed Doubles Semifinal; Women's Doubles Quarterfinal; Women's Singles Round of 16,8:00,12:25,PT,False,False
Badminton,Galen Center,Exposition Park,BDM17,2028-07-20,Thursday,6,Preliminary,Men's Singles Round of 16; Women's Singles Round of 16,14:00,17:25,PT,False,False
Badminton,Galen Center,Exposition Park,BDM18,2028-07-20,Thursday,6,Quarterfinal,Men's Doubles Quarterfinal; Men's Singles Round of 16,20:00,23:25,PT,False,False
Badminton,Galen Center,Exposition Park,BDM19,2028-07-21,Friday,7,Final,Mixed Doubles Gold Medal Match; Mixed Doubles Bronze Medal Match; Women's Doubles Semifinal,8:00,13:05,PT,True,True
Badminton,Galen Center,Exposition Park,BDM20,2028-07-21,Friday,7,Semifinal,Men's Singles Quarterfinal; Men's Doubles Semifinal,16:00,23:05,PT,False,False
Badminton,Galen Center,Exposition Park,BDM21,2028-07-22,Saturday,8,Final,Women's Doubles Gold Medal Match; Women's Doubles Bronze Medal Match,8:00,10:45,PT,True,True
Badminton,Galen Center,Exposition Park,BDM22,2028-07-22,Saturday,8,Quarterfinal,Women's Singles Quarterfinal,18:30,23:15,PT,False,False
Badminton,Galen Center,Exposition Park,BDM23,2028-07-23,Sunday,9,Final,Men's Doubles Gold Medal Match; Men's Singles Semifinal,8:00,11:35,PT,True,False
Badminton,Galen Center,Exposition Park,BDM24,2028-07-23,Sunday,9,Bronze,Women's Singles Semifinal; Men's Doubles Bronze Medal Match,19:30,23:25,PT,False,True
Badminton,Galen Center,Exposition Park,BDM25,2028-07-24,Monday,10,Final,Men's Singles Gold Medal Match; Men's Singles Bronze Medal Match,8:00,10:45,PT,True,True
Badminton,Galen Center,Exposition Park,BDM26,2028-07-24,Monday,10,Final,Women's Singles Bronze Medal Match; Women's Singles Gold Medal Match,20:30,23:15,PT,True,True
Baseball,Dodger Stadium,DTLA,BSB01,2028-07-13,Thursday,-1,Preliminary,Men's Opening Round,11:00,14:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB02,2028-07-13,Thursday,-1,Preliminary,Men's Opening Round,19:00,22:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB03,2028-07-15,Saturday,1,Preliminary,Men's Opening Round,11:00,14:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB04,2028-07-15,Saturday,1,Preliminary,Men's Opening Round,19:00,22:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB05,2028-07-16,Sunday,2,Preliminary,Men's Opening Round,11:00,14:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB06,2028-07-16,Sunday,2,Preliminary,Men's Opening Round,19:00,22:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB07,2028-07-17,Monday,3,Preliminary,Men's Quarterfinal,11:00,14:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB08,2028-07-17,Monday,3,Preliminary,Men's Quarterfinal,19:00,22:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB09,2028-07-18,Tuesday,4,Semifinal,Men's Semifinal,11:00,14:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB10,2028-07-18,Tuesday,4,Semifinal,Men's Semifinal,19:00,22:00,PT,False,False
Baseball,Dodger Stadium,DTLA,BSB11,2028-07-19,Wednesday,5,Bronze,Men's Bronze Medal Game,11:00,14:00,PT,False,True
Baseball,Dodger Stadium,DTLA,BSB12,2028-07-19,Wednesday,5,Final,Men's Gold Medal Game,19:00,22:30,PT,True,False
Softball,OKC Softball Park,OKC,BSB13,2028-07-23,Sunday,9,Preliminary,Women's Preliminary Round,9:00,11:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB14,2028-07-23,Sunday,9,Preliminary,Women's Preliminary Round,16:00,18:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB15,2028-07-23,Sunday,9,Preliminary,Women's Preliminary Round,20:30,23:00,OKC,False,False
Softball,OKC Softball Park,OKC,BSB16,2028-07-24,Monday,10,Preliminary,Women's Preliminary Round,9:00,11:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB17,2028-07-24,Monday,10,Preliminary,Women's Preliminary Round,16:00,18:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB18,2028-07-24,Monday,10,Preliminary,Women's Preliminary Round,20:30,23:00,OKC,False,False
Softball,OKC Softball Park,OKC,BSB19,2028-07-25,Tuesday,11,Preliminary,Women's Preliminary Round,9:00,11:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB20,2028-07-25,Tuesday,11,Preliminary,Women's Preliminary Round,16:00,18:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB21,2028-07-25,Tuesday,11,Preliminary,Women's Preliminary Round,20:30,23:00,OKC,False,False
Softball,OKC Softball Park,OKC,BSB22,2028-07-26,Wednesday,12,Preliminary,Women's Preliminary Round,9:00,11:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB23,2028-07-26,Wednesday,12,Preliminary,Women's Preliminary Round,16:00,18:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB24,2028-07-26,Wednesday,12,Preliminary,Women's Preliminary Round,20:30,23:00,OKC,False,False
Softball,OKC Softball Park,OKC,BSB25,2028-07-27,Thursday,13,Preliminary,Women's Preliminary Round,9:00,11:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB26,2028-07-27,Thursday,13,Preliminary,Women's Preliminary Round,16:00,18:30,OKC,False,False
Softball,OKC Softball Park,OKC,BSB27,2028-07-27,Thursday,13,Preliminary,Women's Preliminary Round,20:30,23:00,OKC,False,False
Softball,OKC Softball Park,OKC,BSB28,2028-07-28,Friday,14,Bronze,Women's Bronze Medal Game,19:00,21:30,OKC,False,True
Softball,OKC Softball Park,OKC,BSB29,2028-07-29,Saturday,15,Final,Women's Gold Medal Game,9:00,11:45,OKC,True,False
Basketball,Intuit Dome,Inglewood,BKB01,2028-07-12,Wednesday,-2,Preliminary,Women's Group Phase (2 Games),12:00,16:15,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB02,2028-07-12,Wednesday,-2,Preliminary,Women's Group Phase,18:00,19:45,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB03,2028-07-12,Wednesday,-2,Preliminary,Women's Group Phase,21:30,23:15,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB04,2028-07-13,Thursday,-1,Preliminary,Men's Group Phase (2 Games),12:00,16:15,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB05,2028-07-13,Thursday,-1,Preliminary,Women's Group Phase,18:00,19:45,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB06,2028-07-13,Thursday,-1,Preliminary,Women's Group Phase,21:30,23:15,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB07,2028-07-15,Saturday,1,Preliminary,Men's Group Phase (2 Games),12:00,16:15,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB08,2028-07-15,Saturday,1,Preliminary,Men's Group Phase,18:00,19:45,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB09,2028-07-15,Saturday,1,Preliminary,Men's Group Phase,21:30,23:15,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB10,2028-07-16,Sunday,2,Preliminary,Women's Group Phase (2 Games),12:00,16:15,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB11,2028-07-16,Sunday,2,Preliminary,Women's Group Phase,18:00,19:45,PT,False,False
Basketball,Intuit Dome,Inglewood,BKB12,2028-07-16,Sunday,2,Preliminary,Women's Group Phase,21:30,23:15,PT,False,False
